ID,nom_id,revision_code,name,altitude_igm,latitude_south,longitude_west,observations,comment,igm_rectangle_id,mountain_id
210,Vn Maipo_10,10,de Alvarado,4361,34° 06' 01'',69° 51' 41'',,,9,210
211,Vn Maipo_13,13,Volcan Maipo,5264,34° 09' 36'',69° 49' 58'',,,9,211
212,Vn Maipo_14,14,Tortolas,4016,34° 10' 18'',69° 53' 13'',,,9,212
213,Vn Maipo_15,15,P4073,4073,34° 12' 29'',69° 55' 22'',"Cumbre secundaria en el Cordon Cruz de Piedra
Nombre ?",,9,213
214,Vn Maipo_16,16,Cruz de Piedra,4134,34° 13' 30'',69° 54' 43'',,,9,214
215,Vn Maipo_18,18,Borbollon,4197,34° 14' 45'',69° 58' 08'',"Nombre segun Lliboutry/1956;
Cumbre fronteriza",,9,215
216,Vn Maipo_19,19,Pico de Rio Bayo,4921,34° 16' 51'',69° 53' 45'',,,9,216
217,Vn Maipo_21,21,P4395,4395,34° 17' 28'',69° 59' 16'',Nombre ?,,9,217
218,Vn Maipo_22,22,Listado,4521,34° 17' 49'',69° 52' 32'',,,9,218
219,Cerro Catedral_1,1,Lomita Blanca,4282,34º 01' 41'',70º 13' 44'',Expedicion Noviembre 2010 (E. Atalah ++),,10,219
220,Cerro Catedral_1B,1B,Pistacho,4279,34º 01' 42'',70º 13' 24'',,,10,220
221,Cerro Catedral_2,2,Azufre,4396,34° 01' 36'',70° 12' 44'',"Nombre: ver mapa Matassi
Ver foto 24_31",,10,221
222,Cerro Catedral_3,3,P4389,4389,34º 02' 14'',70º 14' 34'',Nombre ?,,10,222
223,Cerro Catedral_3B,3B,P4091,4091,34º 02' 19'',70º 12' 29'',Nombre ?,,10,223
224,Cerro Catedral_4,4,Mirador del Extravio,4394,34º 02' 30'',70º 14' 39'',,,10,224
225,Cerro Catedral_5,5,Cabeza de Novillo,4482,34º 02' 36'',70º 10' 04'',,,10,225
226,Cerro Catedral_6,6,Manantial Redondo,4172,34º 02' 17'',70º 04' 18'',IGM y Lliboutry discrepan entre si. Se eligió la posicion de Lliboutry (1956),,10,226
227,Cerro Catedral_7,7,Azul,4423,34º 03' 11'',70º 14' 44'',"Llamado Cerro Azul por gente local, Cerro Penitentes en el mapa de Matassi",Ver foto 24_31,10,227
228,Cerro Catedral_8,8,Alfalfalito,3532,34º 04' 17'',70º 08' 07'',IGM y Matassi,,10,228
229,Cerro Catedral_9,9,Plomo,3738,34º 04' 03'',70º 03' 53'',IGM y Lliboutry discrepan entre si. Se eligió la posicion de Lliboutry (1956),,10,229
230,Cerro Catedral_10,10,Amarillo,4098,34º 04' 09'',70º 10' 04'',,,10,230
231,Cerro Catedral_11,11,P4343,4343,34º 05' 40'',70º 09' 45'',Nombre ?,,10,231
232,Cerro Catedral_12,12,Potrerillo Alto,3668,34º 05' 15'',70º 13' 43'',IGM y Matassi,,10,232
233,Cerro Catedral_13,13,Del Valle,4414,34º 07' 00'',70º 08' 22'',"La cumbre es el lomo, segun IGM; no el picacho / A confirmar",,10,233
234,Cerro Catedral_14,14,P4299,4299,34º 06' 12'',70º 07' 36'',Nombre ?,,10,234
235,Cerro Catedral_15,15,Gendarme,4445,34º 08' 06'',70º 10' 49'',Sin ascenso; nombre: info de Elvis Acevedo; se ajustó altura !,,10,235
236,Cerro Catedral_16,16,"Champagnat
 Nor-Este",4027,34º 07' 59'',70º 12' 15'',Ascendido; altura medida por GPS,,10,236
237,Cerro Catedral_17,17,Alto del Potrerillo,3820,34º 08' 52'',70º 13' 07'',,,10,237
238,Cerro Catedral_18,18,San Joaquín,3852,34º 08' 57'',70 13' 20'',,,10,238
239,Cerro Catedral_19,19,"Champagnat
 Sur",3980,34º 08' 12'',70º 12' 19'',,,10,239
240,Cerro Catedral_20,20,Nevado de Flores,4883,34º 08' 10'',70º 09' 45'',,,10,240
241,Cerro Catedral_21,21,Torre de Flores,4890,34º 09' 22'',70º 09' 50'',,Ver Foto 20_60B,10,241
242,Cerro Catedral_22,22,Punta Ventisquero,4762,34º 09' 30'',70º 09' 05'',Nombre = info de Elvis Acevedo / 8Ene2009 / Ver perrosalpinos,"Pedro Duran y Waldo Espinoza, al ascender la Torre de Flores por su Glaciar Sur, ascendieron una punta ""En la cabecera del Glaciar"", la llamaron Punta Ventisquero, no hay seguridad absoluta de que sea la P4762",10,242
243,Cerro Catedral_23,23,del Rio Blanco,3984,34º 09' 40'',70º 03' 43'',"Cerro del Rio Blanco, segun IGM;
a confirmar",,10,243
244,Cerro Catedral_24,24,Punta Gualtatas de Flores,3638,34º 09' 07'',70º 12' 54'',A confirmar por EAR: nombre y posicion,,10,244
245,Cerro Catedral_25,25,P4681,4681,34º 09' 47'',70º 14' 13'',Nombre ?,,10,245
246,Cerro Catedral_26,26,P4451,4451,34º 10' 08'',70º 08' 40',Nombre ?,,10,246
247,Cerro Catedral_27,27,P4340,4340,34º 10' 33'',70º 04' 19'',Nombre ?,,10,247
248,Cerro Catedral_28,28,Puntilla I de Flores,4429,34º 10' 52'',70º 10' 21'',A confirmar posicion,"Ver Foto 20_60B, 24_27",10,248
249,Cerro Catedral_29,29,P4502,4502,34º 10' 38'',70º 09' 30'',"De acuerdo a nueva info., esta cumbre no es la Puntilla I de Flores",,10,249
250,Cerro Catedral_30,30,Puntilla II de Flores,4329,34º 11' 09'',70º 10' 58'',,"Ver Foto 20_60B, 24_27",10,250
251,Cerro Catedral_31,31,Puntilla III de Flores,4217,34º 11' 30'',70º 11' 18'',"Primera ascension Keith e Irene Whitelock, de Sudafrica (3 Dic 1962); ver AAJ 1973 Vol. 19 pag 92, item 987 (U. Lorber)","Ver Foto 20_60B, 24_27",10,251
252,Cerro Catedral_32,32,Puntilla IV de Flores,4077,34º 11' 44'',70º 11' 49'',"Primera ascension Keith e Irene Whitelock, de Sudafrica (2 Dic 1962); ver AAJ 1973 Vol. 19 pag 93, item 1006 (U. Lorber)","Ver Foto 20_60B, 24_27",10,252
253,Cerro Catedral_33,33,Serrucho,4765,34º 11' 38'',70º 04' 31'',,,10,253
254,Cerro Catedral_34,34,Torre de Pangal,4508,34º 11' 51'',70º 09' 50'',Nombre = info de Elvis Acevedo / 8Ene2009 / Antes: Puntilla Alta de Flores,,10,254
255,Cerro Catedral_36,36,Puntilla Baja de Flores,3467,34º 12' 14'',70º 12' 49'',"La mas baja de las Puntillas de Flores, en el extremo suroeste del cordon",,10,255
256,Cerro Catedral_37,37,Diablo,4202,34º 12' 15'',70º 07' 02'',Nombre = info de Elvis Acevedo / 8Ene2009,"Cerro Sin Ascenso, pero ubicado en la quebrada Diablo",10,256
257,Cerro Catedral_38,38,Federico,3847,34º 13' 10'',70º 03' 02'',,,10,257
258,Cerro Catedral_39,39,Catedral del Barroso,4668,34º 13' 10'',70º 03' 02'',,,10,258
259,Cerro Catedral_40,40,Circo,4589,34º 14' 22'',70º 02' 49'',"Nombre confirmado, ver Elias Dic 2009; texto incluye altura ligeramente más alta ? (UL)",Primera ascension Dic 2009 (Elias),10,259
260,Cerro Catedral_-,-,P4343,4343,,,filo del Co Amarillo al Co del Valle,Nombre ?,10,260
261,Cerro Catedral_-,-,P4229,4299,,,filo del Co Amarillo al Co del Valle,Nombre ?,10,261
262,Sewell_1,1,Cruz del Muerto,3201,34º 02' 33'',70º 22' 52'',,"Nombre alternativo = Huachuchero, segun mapa IGM",11,262
263,Sewell_2,2,Extravio,3596,34º 02' 47'',70º 20' 19'',,"No confundir con Cerro Extravio de Hoja El Volcan / 2.8.2011/EAR, UL",11,263
264,Sewell_3,3,Vizcachas,3620,34º 03' 12'',70º 18' 46'',,,11,264
265,Sewell_4,4,Penitentes,4197,34º 04' 02'',70º 15' 35'',,,11,265
266,Sewell_5,5,P3820,3820,34º 04' 19'',70º 18' 18'',,,11,266
267,Sewell_6,6,Los Patos,2242,34º 04' 03'',70º 26' 58'',,al Norte de Caletones,11,267
268,Sewell_7,7,P3912,3912,34º 05' 28'',70º 17' 21'',,,11,268
269,Sewell_8,8,Potrerillo Vargas,3510,34º 06' 32'',70º 16' 12'',,,11,269
270,Sewell_9,9,Lomas Bayas,3363,34º 06' 37'',70º 21' 52'',,al Sur de Sewell,11,270
271,Sewell_10,10,P3772,3772,34º 06' 11'',70º 20' 16'',,al Sur de Sewell,11,271
272,Sewell_11,11,Matancilla,3728,34º 07' 38'',70º 19' 40'',,,11,272
273,Sewell_12,12,Durazno,2810,34º 07' 48'',70º 25' 35'',,al Sur de Caletones,11,273
274,Sewell_13,13,Morro La Piedra,3170,34º 08' 31'',70º 22' 53'',,al Sur de Sewell,11,274
275,Sewell_14,14,Valdenegro,3567,34º 08' 50'',70º 18' 44'',,EAR / 2 Ago 2011,11,275
276,Sewell_15,15,"Gualtatas 
de Río Blanco",3156,34º 08' 57'',70º 17' 54'',,EAR / 2 Ago 2011,11,276
277,Sewell_16,16,Cuchilla,3257,34º 09' 14'',70º 19' 33'',,EAR / 2 Ago 2011,11,277
278,Sewell_17,17,Niebla,2362,34º 12' 15'',70º 22' 54'',,EAR / 2 Ago 2011,11,278
279,Sewell_18,18,Aguja de Caracoles,2160,34º 13' 38'',70º 22' 38'',identico con C° Boca Nieve en mapa IGM;,EAR / 2 Ago 2011,11,279
280,Sewell_19,19,Socavones,2760,34º 14' 04'',70º 20' 52'',,"""Socavones de Pangal"", no confundir con ""Socavones de Cortaderal"" (Hoja Las Leñas, Lliboutry)",11,280
281,Vn San Jose_1,1,San Jose Norte,5740,33º 45' 53'',69º 54' 03'',Cumbre fronteriza,,12,281
282,Vn San Jose_2,2,P4157,4157,33º 45' 03'',69º 59' 05'',Ver eM E Atalah / 4 Feb 2009,,12,282
283,Vn San Jose_3,3,Punta Camanchaca,4007,33º 45' 31'',69º 59' 18'',,,12,283
284,Vn San Jose_4,4,P5612,5612,33º 45' 17'',69º 54' 50'',Dato ex Plataforma,,12,284
285,Vn San Jose_5,5,Punta Equivocados,4139,"33º 45' 14,5''",69º 59' 11'',"Cota segun GPS
Ver foto 14_30 y 31",,12,285
286,Vn San Jose_6,6,Marisemberg,4120,"33º 45' 18,4''","69º 59' 05,7''","Cota segun ficha Purto
Ver foto 14_30 y 31",,12,286
287,Vn San Jose_7,7,Punta Torreones,3602,33º 46' 26'',69º 59' 43'',,,12,287
288,Vn San Jose_8,8,Volcan San Jose,5856,33º 46' 56'',"69º 53 27,1''",Cumbre fronteriza,,12,288
289,Vn San Jose_11,11,Punta San Josecito,3456,33º 47' 55'',69º 57' 20'',Cumbre casera del refugio Plantat,"AV, Mayo 2011",12,289
290,Vn San Jose_12,12,Manutara,4529,33º 49' 41'',69º 53' 38'',Cumbre fronteriza,,12,290
291,Vn San Jose_13,13,Panamericano,4493,33º 50' 39'',69º 53' 45'',Cumbre fronteriza,,12,291
292,Vn San Jose_14,14,Andrade,4062,33º 50' 09'',69º 56' 29'',"Primera ascension y nombre: E.Echevarria, AAJ 1996",AV / Sept 2011,12,292
293,Vn San Jose_15,15,Amarillo,4221,33º 52' 21'',69º 53' 53'',,,12,293
294,Vn San Jose_16,16,"Pico Colina
Norte",4296,33º 52' 38'',69º 51' 56'',Cumbre fronteriza,,12,294
295,Vn San Jose_17,17,P4448,4448,33º 52' 53'',69º 51' 18'',Al sureste del Pico Colina Norte,,12,295
296,Vn San Jose_18,18,"Pico Colina
Oriente",4490,33º 53' 17'',69º 51' 13'',Cumbre fronteriza,,12,296
297,Vn San Jose_19,19,"Pico Colina
Sur",4620,33º 53' 39'',69º 51' 39'',Cumbre fronteriza,,12,297
298,Vn San Jose_20,20,Punta Portillo,4181,33º 54' 36'',69º 52' 25'',Ver relato y mapa Rentzsch 1939 / DAV,AV / Sept 2011,12,298
299,Vn San Jose_21,21,Puntiagudo,4126,33º 54' 05'',69º 57' 40'',Ver foto 15B_42,,12,299
300,Vn San Jose_22,22,Morro Negro,4276,33º 54' 44'',69º 57' 41'',"E. Acevedo confirma el nombre
Ver foto 15B_42",,12,300
301,Vn San Jose_23,23,P4260 ,4260,33º 56' 19'',69º 54' 46'',Al pie de este cerro se encuentra la laguna El Azufre - que los arrieros llaman Garañino / UL 2011_03,,12,301
302,Vn San Jose_24,24,P3985,3985,33º 56' 12'',69º 59' 29'',No es cumbre,,12,302
303,Vn San Jose_25,25,Chancaca,4059,33º 56' 47'',69º 59' 26'',Primera ascension Abril 2011,,12,303
304,Vn San Jose_26,26,Manchado,5385,33º 57' 33'',69º 51' 04'',Cumbre fronteriza,,12,304
305,Vn San Jose_27,27,Castillo,5468,33º 58' 23'',69º 52' 52'',Cumbre fronteriza,,12,305
306,Vn San Jose_28,28,P5062,5062,33º 58' 03'',69º 53' 50'',"Nombre ?
Al  Oeste del Castillo",,12,306
307,Vn San Jose_29,29,P5009,5009,33º 58' 53'',69º 50' 34'',"Nombre ?
Al Sur del Manchado",,12,307
308,Vn San Jose_30,30,P4396,4396,33º 58' 28'',69º 56' 51'',Nombre ?,,12,308
309,Vn San Jose_31,31,P4290,4290,33º 58' 50'',69º 54' 33'',,,12,309
310,Vn San Jose_-,-,P4271,,,,,,12,310
311,Vn San Jose_-,-,P4512,,,,,,12,311
312,Vn San Jose_-,-,P4412,,,,,,12,312
313,Vn San Jose_-,-,P4566,,,,,,12,313
314,Vn San Jose_-,-,Punta Cuba,,,,,,12,314
315,El Volcan_1,1,Unión,3658,33º 45' 09'',70º 03' 10'',,,13,315
316,El Volcan_2,2,Arenas,4366,33º 45' 14'',70º 00' 42'',,,13,316
317,El Volcan_3,3,Punta Balcón,3516,33º 45' 45'',70º 01' 58'',OK / 20 Oct 2008,,13,317
318,El Volcan_4,4,Punta Canaletas,4055,33º 45' 31'',70º 05' 43'',,,13,318
319,El Volcan_5,5,San Gabriel,3125,33º 45' 12'',70º 12' 38'',,,13,319
320,El Volcan_6,6,Punta Pedro Rodriguez,3458,33º 45' 37'',70º 03' 12'',,,13,320
321,El Volcan_7,7,Punta Sin Nombre,3639,33º 46' 50'',70º 05' 29'',Ajustado a plataforma (cota segun GPS; cota IGM = 3614),,13,321
322,El Volcan_7B,7B,Los Lunes,3619,33º 46' 51'',70º 06' 43'',(AV/29.9.2012),,13,322
323,El Volcan_8,8,Rubillas Norte,3503,33º 46' 55'',70º 02' 52'',,,13,323
324,El Volcan_9,9,Rubillas Sur,3427,33º 47' 35'',70º 02' 52'',Nuevo / 20 Oct 2008,,13,324
325,El Volcan_10,10,P3180,3180,33º 47' 24'',70º 02' 07'',Datos extraidos de plataforma,,13,325
326,El Volcan_11,11,Mirador del Rubillas,3441,33º 47' 13'',70º 02' 38'',Datos extraidos de plataforma,,13,326
327,El Volcan_12,12,Chacaya,2839,33º 48' 35'',70º 04' 46'',Nombre cambiado a Chacaya (corresponde con andeshandbook) 19 Oct 2008,,13,327
328,El Volcan_13,13,Punta Gólgota,3501,33º 47' 09'',70º 02' 55'',,,13,328
329,El Volcan_14,14,Punta Ventanas,3144,33º 48' 01'',70º 02' 03'',,,13,329
330,El Volcan_15,15,Punta Zanzi,3250,33º 49' 50'',70º 01' 37'',"Cota revisada (AV, FG, UL), Mayo 2011 (2850 era error)","Ver San Roman, 1989, # 94 (ver Neate 1994, pag 13)",13,330
331,El Volcan_16,16,Catedral Norte,3838,33º 49' 55'',70º 00' 38'',,,13,331
332,El Volcan_17,17,P3747,3747,33º 50' 15'',70º 00' 25'',Aguja Innominada,,13,332
333,El Volcan_18,18,Valdés,3711,33º 50' 18'',70º 01' 17'',,,13,333
334,El Volcan_19,19,Catedral Sur,3799,33º 50' 05'',70º 00' 54'',,,13,334
335,El Volcan_20,20,El Salto,3520,33º 50' 48'',70º 08' 00'',Info AV Julio 2012,,13,335
336,El Volcan_21,21,San Simon,3580,33º 51' 24'',70º 07' 49'',Info AV Julio 2012,,13,336
337,El Volcan_22,22,Retumbadero Norte,3825,33º 51' 40'',70º 04' 50'',"Altura segun Plataforma !
Ver FEACh 1988 pags 19 y 66",,13,337
338,El Volcan_23,23,Lagunas,3785,33º 51' 08'',70º 01' 13'',,,13,338
339,El Volcan_24,24,Corona,4112,33º 52' 44'',70º 02' 37'',,,13,339
340,El Volcan_25,25,Vega,3955,33º 52' 36'',70º 03' 18'',,,13,340
341,El Volcan_26,26,Retumbadero Alto,3999,33º 52' 15'',70º 05' 32'',"Las Amarillas (IGM) = Error !
Ver FEACh 1988 pags 19 y 66",,13,341
342,El Volcan_27,27,Diente del Diablo,3943,33º 53' 01'',70º 05' 50'',,,13,342
343,El Volcan_28,28,Diablo,4190,33º 53' 57'',70º 05' 45'',,,13,343
344,El Volcan_29,29,P3987,3987,33º 53' 03'',70º 00' 37'',"""Carreño Antecumbre Norte""",,13,344
345,El Volcan_30,30,P4053,4053,33º 53' 45'',70º 00' 49'',"""Carreño Cumbre Norte""",,13,345
346,El Volcan_31,31,P4105,4105,33º 54' 20'',70º 02' 24'',,,13,346
347,El Volcan_32,32,Carreño,4198,33º 54' 15'',70º 00' 50'',Carreño Cumbre Principal,,13,347
348,El Volcan_33,33,P4130,4130,33º 55' 01'',70º 02' 42'',,,13,348
349,El Volcan_34,34,Yesillo,3616,33º 56' 47'',70º 06' 28'',,,13,349
350,El Volcan_35,35,Extravio,3911,33º 59' 30'',70º 11' 22'',El Cerro Extravio de la hoja Sewell es otro cerro !,Report del DAV 1954 confirma nombre Extravio y posicion. Nombre alternativo: Alto de las Damas; 2.8.2011 / EAR_UL,13,350
351,Rio Yeso_1,1,Nevado Piuquenes,6019,33º 30' 41'',69º 49' 59'',Cumbre fronteriza,,14,351
352,Rio Yeso_2,2,Trono,5477,33º 30' 10'',69º 51' 48'',,,14,352
353,Rio Yeso_3,3,Bello,5230,33º 30' 57'',69º 55' 51'',,,14,353
354,Rio Yeso_4,4,Cuerno Blanco,5038,33º 30' 36'',69º 56' 57'',,,14,354
355,Rio Yeso_5,5,P5446,5446,33º 30' 25'',69º 51' 33'',Cumbre secundaria Trono,"""Trono Sureste 1""",14,355
356,Rio Yeso_6,6,P5928,5928,33º 30' 14'',69º 49' 50'',"Cumbre secundaria, pero alta y fronteriza","""Piuquenes Norte""",14,356
357,Rio Yeso_7,7,P4620,4620,33º 31' 02'',69º 59' 34'',Nombre ? (cumbre secundaria filo norte Aguja Delgada),,14,357
358,Rio Yeso_8,8,P4925,4925,33º 31' 23'',69º 53' 53'',Nombre ? (cumbre al norte del Alto del Yeso),,14,358
359,Rio Yeso_9,9,Aguja Delgada,4652,33º 31' 41'',69º 59' 12'',"Nombre OK; ver RPonce eMail 12 Mar 2009
Antes Punta Escondida; Ver David Valdes 20Mar2009",,14,359
360,Rio Yeso_10,10,Mirador del Yeso,4537,33º 31' 55'',69º 55' 31'',,,14,360
361,Rio Yeso_11,11,Punta Hohf,4882,33º 31' 37'',69º 55' 31'',"En memoria de Werner Hohf, accidentado en el Tupungato en Feb 1949
Ver RA Nov/Dic 1949, p 29/30",,14,361
362,Rio Yeso_12,12,P4812,4812,33º 31' 08'',69º 54' 57'',,,14,362
363,Rio Yeso_13,13,Yeguas Muertas,4912,33º 31' 22'',69º 57' 38'',,,14,363
364,Rio Yeso_14,14,Alto del Yeso,5170,33º 31' 58'',69º 54' 08'',,,14,364
365,Rio Yeso_15,15,Piramide,5484,33º 32' 24'',69º 52' 12'',Cumbre fronteriza,,14,365
366,Rio Yeso_16,16,Aparejo,4794,33º 32' 10'',69º 59' 22'',,,14,366
367,Rio Yeso_17,17,P4443,4443,33º 32' 46'',69º 56' 31'',Sobre largo filo sur del Yeguas Muertas,"""Yeguas Muertas Antecumbre Sur""",14,367
368,Rio Yeso_18,18,Punta Universitaria,3927,33º 34' 26'',69º 58' 31'',,,14,368
369,Rio Yeso_19,19,P4020,4020,33º 35' 01'',69º 55' 53'',"Accion de reconocimiento del DAV-Stgo; Este cerro no es el llamado ""Gaston"", G es más chico",,14,369
370,Rio Yeso_20,20,Mirador de Piuquenes,4433,33º 36' 14'',69º 52' 24'',"Neate pag 10. Fronteriza al N del Paso Piuquenes; 
Punto modesto, pero marcante, ademas es frontera","Ver David Valdes/ahbk, 20Mar2009",14,370
371,Rio Yeso_21,21,Quilpué,4218,33º 36' 53'',69º 52' 44'',"Neate pag 10. Fronteriza al N del Paso Piuquenes / Ver San Roman grupo 3, # 46 / Punto modesto, pero marcante, ademas es frontera","Ver David Valdes/ahbk, 20Mar2009;
Ver AV eM 25Mar09",14,371
372,Rio Yeso_22,22,Rotario,4083,33º 37' 34'',69º 52' 27'',"Contacto EAtalah con Rouliez (eM 17.04.2009)
Al Norte del Paso Piuquenes",,14,372
373,Rio Yeso_23,23,P4034,4034,33º 37' 38'',"69º 52' 57,5''","Al Oeste del Paso Piuquenes, ""Atalaya""",,14,373
374,Rio Yeso_25,25,Puente Alto,4239,33º 38' 14'',69º 52' 23'',"Contacto EAtalah con Rouliez (eM 17.04.2009)
Al Sur del Paso Piuquenes",Primera ascension Enero 1962 (Vasquez y Rouliez) - el mismo dia que el Cerro Rotario,14,374
375,Rio Yeso_26,26,P4357,4357,33º 38' 37'',69º 52' 37'',"Al sur del Paso Piuquenes;
ver eMails 5Mar2009",,14,375
376,Rio Yeso_27,27,P4539,4539,33º 39' 40'',69º 59' 25'',"Al norte del Loma Larga / Se eligió P4539, en vez de P4446, porque es más alta y está sobre el filo norte","""Loma Larga Antecumbre Norte""",14,376
377,Rio Yeso_28,28,P5068,5068,33º 40' 58'',69º 58' 38'',"""Loma Larga Antecumbre Este""
(no aparece marcada en hoja VAD por falta de espacio)",,14,377
378,Rio Yeso_29,29,Loma Larga Oeste,5385,33º 40' 59'',69º 59' 30'',,,14,378
379,Rio Yeso_30,30,Loma Larga Este,5375,33º 40' 58'',69º 58' 59'',,,14,379
380,Rio Yeso_31,31,Loma Larga CP,5404,33º 41' 00'',69º 59' 10'',,5361,14,380
381,Rio Yeso_32,32,"Marmolejo
Antecumbre Norte",5399,33º 41' 52'',69º 52' 09'',"Cumbre fronteriza, posiblemente inescalada (ver Lliboutry / 1956, pag 275)",,14,381
382,Rio Yeso_33,33,Marmolejo Norte,5964,33º 42' 48'',69º 51' 47'',Cumbre fronteriza,,14,382
383,Rio Yeso_34,34,Marmolejo Este,5934,33º 42' 39'',69º 50' 58'',,,14,383
384,Rio Yeso_35,35,Punta Italia,4863,33º 42' 52'',69º 59' 45'',,4543,14,384
385,Rio Yeso_36,36,Cortaderas,5197,33º 42' 02'',69º 59' 47'',,5144,14,385
386,Rio Yeso_37,37,P4260,4260,33º 42' 09'',69º 57' 02'',"""Cumbre del portezuelo Marmolejo""",,14,386
387,Rio Yeso_38,38,Freile,4598,33º 43' 42'',69º 59' 18'',,4548,14,387
388,Rio Yeso_39,39,Punta Brasil,4594,33º 43' 39'',69º 59' 59'',,,14,388
389,Rio Yeso_40,40,Marmolejo CP,6108,33º 43' 52'',69º 52' 33'',Cumbre fronteriza,6092,14,389
390,Rio Yeso_41,41,Morro Escondido,4442,33º 44' 18'',69º 59' 26'',"Ver San Roman (""primeras ascensiones"") grupo tercero # 8",4420,14,390
391,Rio Yeso_42,42,Punta Chile,4377,33º 44' 22'',69º 59' 14'',Ver Neate 1994 pag 12 (la altura no cuadra !),4355,14,391
392,Rio Yeso_43,43,Moai,4368,33º 44' 29'',69º 58' 57'',,4346,14,392
393,Rio Yeso_44,44,Punta Veleta,4305,33º 44' 08'',69º 59' 31'',,,14,393
394,Embalse Yeso_1,1,Pirámide,4157,"33° 31' 45.6""","70° 00' 18.2""",Al oeste del Aguja Delgada y del Aparejo,Nombre segun RPonce,15,394
395,Embalse Yeso_2,2,Tambillos,4254,33° 31' 42'',70° 02' 58'',"Al norte del Casa de Piedra, en el cabezal del Estero Los Tambillos y sobre el margen occidental del Estero de las Vacas.",,15,395
396,Embalse Yeso_3,3,Alto de los Bronces,4046,"33° 32' 27""","70° 09' 46""","Al Este de la cabecera del Estero Aucayes, en el sector Los Chorreados,  segun IGM",,15,396
397,Embalse Yeso_4,4,Alto de las Amarillas,4143,33° 32' 46'',70° 09' 20'',"Al Este de la cabecera del Estero Aucayes, en el sector Los Chorreados,  segun IGM",,15,397
398,Embalse Yeso_5,5,"Casa de Piedra
Cumbre Oeste",4508,"33° 32' 25.7""","70° 03' 19.6""","Punta Nays
Ver FEACh 1988 pag 65, que describe tres cumbres; Punta Nays sería la segunda cumbre",P4503 se considera como antecumbre de P4508 / UL,15,398
399,Embalse Yeso_7,7,"Casa de Piedra
Cumbre Principal",4542,33° 32' 32'',70° 03' 06'',"Cumbre Ricardo Vivanco
Ver FEACh 1988 pag 65, que describe tres cumbres;",,15,399
400,Embalse Yeso_8,8,"Casa de Piedra
Cumbre Noreste",4485,33° 32' 22'',70° 02' 55'',"Ver FEACh 1988 pag 65, que describe tres cumbres; esta sería la tercera cumbre",,15,400
401,Embalse Yeso_10,10,Pico de Loro,4397,"33° 32' 30.3""",70° 2' 30.1'',Info DValdes y AM,"ver Foto 15B_51, 52 y 52B; 15C_29B",15,401
402,Embalse Yeso_12,12,El Muro,4364,33° 32' 39.9'',70° 02' 22.6'',"Ver andeshandboook / Aguja Helada
Ver foto 15B_44 / Info DValdes y AM",Foto 15C_29B,15,402
403,Embalse Yeso_13,13,Punta Aguila Azul,3987,33° 32' 19'',70° 09' 07'',Cumbre Norte del Alto de los Bronces,,15,403
404,Embalse Yeso_14,14,P4503,4503,"33° 32' 30.5""","70° 03' 12.6""","Cumbre del CdP >4500m, pero no acotada; entre P4508 y P4542 (CP)",P4503 se considera como antecumbre de P4508 / UL; No va a plataforma !,15,404
405,Embalse Yeso_15,15,P4225,4225,33° 33' 02'',"70° 00' 18,5''",Nombre ? (en el filo Oeste del Aparejo),Foto 15B_53,15,405
406,Embalse Yeso_16,16,P3986,3986,33° 33' 08'',70° 06' 45'',Nombre ?,al norte del Granito /Abril 09/Ponce,15,406
407,Embalse Yeso_16B,16B,Punta Maccio,4125,"33° 33' 05.8""","70° 01' 52.3""","Al oriente del cerro Casa de Piedra, cierra por el norte el Cajón Casa de Piedra.
Info DValdes y AM",Ver foto 15C_29B,15,407
408,Embalse Yeso_17,17,P4571,4571,33° 33' 26.1'',"70° 03' 58.7""",Cumbre al norte del Aguja Helada/Abril 09/Ponce,,15,408
409,Embalse Yeso_18,18,Granito,4097,33° 33' 45'',70° 07' 09'',"Al noreste de los Dientes del Echaurren. Primer ascenso enero de 1933 por Walter Klatt y Adolf Bethke, Anuario de Montaña 1956. Mencionado en ""Mountaineering in the Andes"" de Jill Neate, Andes Centrales, 2da Ed. Pag. 11",,15,409
410,Embalse Yeso_19,19,Aguja Seleccion,4083, 33° 33' 29.5'',70° 01' 25.0'',Info de Gaston Oyarzun y DValdes y AM,Ver Foto 15C_29B,15,410
411,Embalse Yeso_19B,19B,Punta Ona,"3800
(aprox)",,,"Hombro al Oeste de Aguja Seleccion 4083m;
nombre segun Patricio Uribe
(ver tambien DValdes y AM)",Foto 15B_44+,15,411
412,Embalse Yeso_20,20,Aguja Helada,4655,33° 33' 47'',70° 03' 55'',,,15,412
413,Embalse Yeso_21,21,P4127,4127,33° 34' 42'',70° 08' 22'',Nombre ?,al noreste del Echaurren/ Abril09/Ponce,15,413
414,Embalse Yeso_22,22,Punta del Paraiso,3976,"33° 34' 18.7""","70° 08' 49.9""","Datos de EAB (Purto)
Coordenadas GM",,15,414
415,Embalse Yeso_23,23,Punta Observatorio,4050,33° 35' 39.8''," 70° 04' 30.3""","Datos de EAB (Paulo Cox + 1)
Coordenadas segun GM","Antecumbre occidental del Pico Negro;
Cumbre de filo !",15,415
416,Embalse Yeso_24,24,Echaurren,4203,33° 35' 16'',70° 08' 55'',,,15,416
417,Embalse Yeso_25,25,"Punta Aya
(Dientes del Echaurren)",4028,33° 35' 23'',70° 07' 52'',"Se distinguen 4 ""dientes"": Punta Aya es el tercero desde oriente",,15,417
